User_ID,Item_ID,Rating
1,20,5
1,105,3
1,71,2
1,34,2
1,72,3
1,65,5
1,25,1
1,37,2
1,56,3
1,96,2
1,55,1
1,47,4
1,29,1
1,64,3
1,11,2
1,12,4
1,91,4
1,41,1
1,104,1
1,57,1
1,85,4
1,59,4
1,18,2
1,51,5
1,2,3
1,76,1
1,86,4
1,67,3
1,54,4
1,21,4
1,95,5
1,6,4
1,74,3
1,82,4
1,79,5
1,92,1
1,48,3
1,102,1
1,68,2
1,38,4
1,84,5
1,8,4
1,69,5
1,9,2
1,19,3
1,39,5
1,31,3
1,44,4
1,101,1
1,32,1
1,66,2
1,45,5
1,42,3
1,22,2
1,53,5
1,15,5
1,26,3
1,14,1
1,80,5
1,16,3
1,60,1
1,7,4
1,100,4
1,70,1
1,75,2
1,43,2
1,73,3
1,81,4
1,62,4
1,88,2
1,5,4
1,24,3
1,89,2
1,28,3
1,27,2
1,13,5
1,98,3
1,33,5
2,49,3
2,13,3
2,96,5
2,33,1
2,54,5
2,90,5
2,102,4
2,22,1
2,34,2
2,47,4
2,99,2
2,104,4
2,61,3
2,68,3
2,31,5
2,32,5
2,87,3
2,30,1
2,77,3
2,27,4
2,89,1
2,95,2
2,58,5
2,50,4
2,88,5
2,94,2
2,46,5
2,5,3
2,78,2
2,91,2
2,16,4
2,83,5
2,2,2
2,55,1
2,63,1
2,6,3
2,65,4
2,82,2
2,14,4
2,69,5
2,8,2
2,36,2
2,42,1
2,70,4
2,105,2
2,56,1
2,80,2
2,10,1
2,73,4
2,64,4
2,18,5
2,15,4
2,21,2
2,4,2
2,12,2
2,57,5
2,85,3
2,26,5
2,100,3
2,86,1
2,9,4
2,7,2
2,20,4
2,44,5
2,37,5
2,53,3
2,39,2
2,41,5
2,92,2
2,28,3
2,60,2
2,101,3
2,67,5
2,72,5
2,62,3
2,45,1
2,103,4
2,35,3
2,79,2
2,29,5
2,25,2
2,38,5
2,75,1
2,74,3
3,105,3
3,71,5
3,54,1
3,18,5
3,82,2
3,69,4
3,70,3
3,99,2
3,72,4
3,104,3
3,23,2
3,76,5
3,29,4
3,38,3
3,90,4
3,31,4
3,59,5
3,68,3
3,21,1
3,47,3
3,5,5
3,37,4
3,42,1
3,93,2
3,32,1
3,74,2
3,78,3
3,24,1
3,52,3
3,4,4
3,20,3
3,8,1
3,80,3
3,101,2
3,57,2
3,45,5
3,91,3
3,25,1
3,103,5
3,27,4
3,98,2
3,34,3
3,84,1
3,30,4
3,88,5
3,83,4
3,51,4
3,17,2
3,62,5
3,97,1
3,44,4
3,15,1
3,53,4
3,65,5
3,61,2
3,67,2
3,7,1
3,33,3
3,3,1
3,95,5
3,14,1
3,102,2
3,64,3
3,10,5
3,89,2
3,92,1
3,13,1
3,66,2
3,39,1
3,86,2
3,85,1
3,46,5
3,49,5
3,55,2
3,40,1
3,58,2
3,28,4
3,36,1
3,1,1
3,35,5
3,16,5
4,45,5
4,6,1
4,57,5
4,12,5
4,54,3
4,2,3
4,64,3
4,81,1
4,24,2
4,42,5
4,66,4
4,1,2
4,10,1
4,26,4
4,84,3
4,33,1
4,8,3
4,49,3
4,35,3
4,38,4
4,17,4
4,16,5
4,99,4
4,53,2
4,39,4
4,19,4
4,60,2
4,65,1
4,30,5
4,15,4
4,67,3
4,101,5
4,91,3
4,27,2
4,52,1
4,43,4
4,93,4
4,50,2
4,31,4
4,23,5
4,73,1
4,79,4
4,104,4
4,59,5
4,34,4
4,46,3
4,41,5
4,83,2
4,3,3
4,48,5
4,102,5
4,90,4
4,36,2
4,94,5
4,97,3
4,51,4
4,13,2
4,103,1
4,56,3
4,22,5
4,75,1
4,86,1
4,32,2
4,87,4
4,61,3
4,105,4
4,11,3
4,77,3
4,4,3
4,82,3
4,69,2
4,9,1
4,72,5
4,80,2
4,58,1
4,92,4
4,14,1
4,88,1
4,44,5
5,54,3
5,22,5
5,88,1
5,42,3
5,76,4
5,32,1
5,98,2
5,43,1
5,34,3
5,17,2
5,25,4
5,102,3
5,100,5
5,105,2
5,49,4
5,104,2
5,11,1
5,35,5
5,97,3
5,57,2
5,87,4
5,18,3
5,82,4
5,70,5
5,69,5
5,27,2
5,3,3
5,103,2
5,1,1
5,48,3
5,28,5
5,99,3
5,13,5
5,101,2
5,36,3
5,73,3
5,52,4
5,78,5
5,44,4
5,51,1
5,7,4
5,41,4
5,79,2
5,39,5
5,14,1
5,21,3
5,96,2
5,6,3
5,37,1
5,81,4
5,67,2
5,89,2
5,15,1
5,47,1
5,86,2
5,93,3
5,71,1
5,16,4
5,19,2
5,53,4
5,29,2
5,91,1
5,10,5
5,58,5
5,59,1
5,72,3
5,85,4
5,92,5
5,12,1
5,90,5
5,23,1
6,79,2
6,61,1
6,81,4
6,96,1
6,63,2
6,20,5
6,28,5
6,86,2
6,77,2
6,32,5
6,11,3
6,69,4
6,48,2
6,7,3
6,75,4
6,52,4
6,59,2
6,72,3
6,103,2
6,4,5
6,87,4
6,3,2
6,74,1
6,29,4
6,27,3
6,80,2
6,35,4
6,83,2
6,66,2
6,15,3
6,95,5
6,23,2
6,60,4
6,34,4
6,38,2
6,84,1
6,58,3
6,57,5
6,37,4
6,31,3
6,64,2
6,73,2
6,26,3
6,36,2
6,5,2
6,99,3
6,14,1
6,25,5
6,105,5
6,44,4
6,70,5
6,91,4
6,50,3
6,16,2
6,33,3
6,6,4
6,2,3
6,89,2
6,51,2
6,47,1
6,76,5
6,39,2
6,104,1
6,8,5
6,30,2
6,13,1
6,10,1
6,53,5
6,49,3
6,42,2
6,46,2
6,41,1
6,54,5
6,22,3
6,78,4
6,12,2
6,56,3
6,71,1
6,45,4
6,102,2
6,18,2
7,32,1
7,77,5
7,96,2
7,103,2
7,55,2
7,100,5
7,12,4
7,48,2
7,63,1
7,35,5
7,105,1
7,65,5
7,71,1
7,90,3
7,7,1
7,29,2
7,79,2
7,83,1
7,11,2
7,104,1
7,97,4
7,61,1
7,98,3
7,66,2
7,30,2
7,60,5
7,4,3
7,59,1
7,53,3
7,39,3
7,101,3
7,17,1
7,46,3
7,33,1
7,72,1
7,31,1
7,34,5
7,87,1
7,54,4
7,91,2
7,18,1
7,38,4
7,20,3
7,82,1
7,73,1
7,45,4
7,23,5
7,49,2
7,81,3
7,19,4
7,24,4
7,8,3
7,102,1
7,51,4
7,1,1
7,42,3
7,10,3
7,52,2
7,94,1
7,6,1
7,3,3
7,99,5
7,44,4
7,5,1
7,88,4
7,41,1
7,69,5
7,16,2
7,2,4
7,36,5
7,89,4
7,15,2
7,47,3
7,43,1
7,40,4
7,13,1
7,67,5
7,70,4
7,64,4
8,89,5
8,98,4
8,19,5
8,104,1
8,61,2
8,37,2
8,42,3
8,83,2
8,10,4
8,23,5
8,76,2
8,46,4
8,92,3
8,45,2
8,59,1
8,75,1
8,88,3
8,96,2
8,39,2
8,4,2
8,60,4
8,72,3
8,56,1
8,8,4
8,35,2
8,65,4
8,40,2
8,93,4
8,6,5
8,91,1
8,55,3
8,94,4
8,50,2
8,79,3
8,36,1
8,24,4
8,105,2
8,27,3
8,84,4
8,14,3
8,57,2
8,71,2
8,17,5
8,70,1
8,18,3
8,63,1
8,31,4
8,58,1
8,13,3
8,81,1
8,90,3
8,86,1
8,99,1
8,103,2
8,64,4
8,82,3
8,80,1
8,78,1
8,62,1
8,5,5
8,100,3
8,30,3
8,41,5
8,85,3
8,102,5
8,87,5
8,11,3
8,26,4
8,52,5
8,25,1
8,20,1
8,33,3
8,97,1
8,34,1
8,101,4
8,1,5
8,66,1
8,3,3
9,51,2
9,23,4
9,13,1
9,99,5
9,68,2
9,88,3
9,24,4
9,29,2
9,27,1
9,97,3
9,60,2
9,50,4
9,81,4
9,77,4
9,18,3
9,53,4
9,91,4
9,83,2
9,6,5
9,21,1
9,70,5
9,74,3
9,101,3
9,17,2
9,102,1
9,43,4
9,32,4
9,38,4
9,3,1
9,47,2
9,40,5
9,12,3
9,75,3
9,82,3
9,80,4
9,89,3
9,57,2
9,103,4
9,10,3
9,46,3
9,94,2
9,69,2
9,9,1
9,7,5
9,22,1
9,67,1
9,100,4
9,31,2
9,61,3
9,98,2
9,8,3
9,59,3
9,30,4
9,2,3
9,36,2
9,84,4
9,28,4
9,63,4
9,55,1
9,11,4
9,34,3
9,37,1
9,52,2
9,25,4
9,20,2
9,93,1
9,90,5
9,72,4
9,105,4
9,35,2
9,39,3
9,48,3
9,16,1
9,5,2
9,65,2
9,95,2
9,4,3
9,71,2
10,72,4
10,101,3
10,93,4
10,59,4
10,19,2
10,61,1
10,77,1
10,1,4
10,18,2
10,95,1
10,74,1
10,46,5
10,17,1
10,32,1
10,78,5
10,83,5
10,65,3
10,38,5
10,58,5
10,69,2
10,22,2
10,86,2
10,98,4
10,100,5
10,41,3
10,70,2
10,34,2
10,15,5
10,88,2
10,47,5
10,56,4
10,85,4
10,23,4
10,27,5
10,80,1
10,24,5
10,14,1
10,55,5
10,103,3
10,67,5
10,8,5
10,79,4
10,20,5
10,43,1
10,57,1
10,2,1
10,31,4
10,62,4
10,75,2
10,3,3
10,39,3
10,105,4
10,94,4
10,87,2
10,49,4
10,81,2
10,91,3
10,37,4
10,96,4
10,102,2
10,63,2
10,99,3
10,35,1
10,40,3
10,104,5
10,16,1
10,64,5
10,45,5
10,50,3
10,84,3
10,51,2
10,82,4
10,21,3
10,7,4
10,92,4
10,9,1
11,25,1
11,1,5
11,35,4
11,67,5
11,48,5
11,22,4
11,51,2
11,100,4
11,38,5
11,76,1
11,20,2
11,39,1
11,31,1
11,84,4
11,2,3
11,81,1
11,42,2
11,8,3
11,102,4
11,45,1
11,57,3
11,58,5
11,30,3
11,77,5
11,80,4
11,74,3
11,78,1
11,105,3
11,34,2
11,66,3
11,70,2
11,18,5
11,14,4
11,46,1
11,3,4
11,21,3
11,89,4
11,28,5
11,23,3
11,82,4
11,87,5
11,62,5
11,72,3
11,99,1
11,79,3
11,64,3
11,4,2
11,55,3
11,5,3
11,75,4
11,93,3
11,71,3
11,88,1
11,17,5
11,92,5
11,47,5
11,98,1
11,60,5
11,49,5
11,83,3
11,53,5
11,43,2
11,27,1
11,56,5
11,44,5
11,24,4
11,63,1
11,90,3
11,94,4
11,10,5
11,104,1
11,103,4
11,61,5
11,86,3
11,95,1
11,29,5
11,40,3
12,31,2
12,17,1
12,32,4
12,9,4
12,85,2
12,18,2
12,22,3
12,55,4
12,3,2
12,76,4
12,64,4
12,92,2
12,104,5
12,91,2
12,60,5
12,53,2
12,61,1
12,14,5
12,42,3
12,16,5
12,6,1
12,59,1
12,68,5
12,79,5
12,26,4
12,41,3
12,38,4
12,66,4
12,62,2
12,7,1
12,45,1
12,77,4
12,5,5
12,72,5
12,75,5
12,96,5
12,88,3
12,4,1
12,21,4
12,46,4
12,54,1
12,29,4
12,44,4
12,23,2
12,2,1
12,57,1
12,97,4
12,74,4
12,12,3
12,80,3
12,105,3
12,71,2
12,52,3
12,84,4
12,48,4
12,98,3
12,78,2
12,95,1
12,86,2
12,94,5
12,51,3
12,70,3
12,58,3
12,82,1
12,99,3
12,67,3
12,28,3
12,43,1
12,35,5
12,49,1
12,19,2
12,1,5
12,87,3
12,37,4
12,83,1
12,81,1
12,40,3
12,33,5
12,63,3
12,93,1
12,8,3
12,20,3
13,70,1
13,3,5
13,74,5
13,57,1
13,32,1
13,89,2
13,50,1
13,78,5
13,31,4
13,92,2
13,22,1
13,41,2
13,64,3
13,80,1
13,47,4
13,54,2
13,79,2
13,29,2
13,17,1
13,62,2
13,20,4
13,59,1
13,96,2
13,34,1
13,88,3
13,100,1
13,11,1
13,36,2
13,81,1
13,99,4
13,2,4
13,40,3
13,102,3
13,86,1
13,25,4
13,87,3
13,63,3
13,104,1
13,24,1
13,97,4
13,37,5
13,85,2
13,44,1
13,69,3
13,58,4
13,68,4
13,75,3
13,93,1
13,39,1
13,38,5
13,95,5
13,6,1
13,72,2
13,67,1
13,98,3
13,27,1
13,55,5
13,12,1
13,105,4
13,7,1
13,28,5
13,9,5
13,15,4
13,53,1
13,19,5
13,21,4
13,13,4
13,16,1
13,8,1
13,76,4
13,5,5
13,48,1
13,51,5
13,43,4
13,101,2
13,71,4
13,14,5
13,33,5
13,84,5
13,90,4
13,42,4
13,26,5
14,75,4
14,46,3
14,3,1
14,105,3
14,101,4
14,66,4
14,74,1
14,25,1
14,50,3
14,54,3
14,14,4
14,84,2
14,57,5
14,95,2
14,29,1
14,52,1
14,23,5
14,56,2
14,48,4
14,102,1
14,59,3
14,70,3
14,80,3
14,53,5
14,10,4
14,32,1
14,71,5
14,87,5
14,92,3
14,96,3
14,104,5
14,13,1
14,2,5
14,34,4
14,55,3
14,78,3
14,22,5
14,98,3
14,26,5
14,72,1
14,6,3
14,100,5
14,9,4
14,42,3
14,12,1
14,64,3
14,49,5
14,77,3
14,24,2
14,11,2
14,88,1
14,33,5
14,61,4
14,63,3
14,43,5
14,30,5
14,21,5
14,62,4
14,67,4
14,90,5
14,7,2
14,19,4
14,41,3
14,89,5
14,69,3
14,44,4
14,82,3
14,47,1
14,58,3
14,65,5
14,38,3
14,36,3
14,51,5
14,93,1
14,85,4
14,5,5
14,91,2
14,99,3
14,97,4
15,46,2
15,50,5
15,54,2
15,35,1
15,12,2
15,16,5
15,31,3
15,100,3
15,45,1
15,25,5
15,62,5
15,18,5
15,87,3
15,27,4
15,22,3
15,44,1
15,74,3
15,53,2
15,4,1
15,70,1
15,21,2
15,77,2
15,28,3
15,80,1
15,33,5
15,78,2
15,43,5
15,56,5
15,17,5
15,76,4
15,15,5
15,67,3
15,23,5
15,26,3
15,99,1
15,42,3
15,39,4
15,101,2
15,71,1
15,64,1
15,104,2
15,49,3
15,32,4
15,51,3
15,59,3
15,3,1
15,66,3
15,92,5
15,58,4
15,41,4
15,9,5
15,60,2
15,73,5
15,81,4
15,97,1
15,5,3
15,82,4
15,29,5
15,48,1
15,95,4
15,86,4
15,93,5
15,75,5
15,102,2
15,96,3
15,8,5
15,68,3
15,47,3
15,57,3
15,2,4
15,19,5
15,37,3
15,90,5
15,55,1
15,40,3
15,83,5
15,84,3
15,94,3
15,30,3
16,81,5
16,43,2
16,90,5
16,89,5
16,76,3
16,7,5
16,80,1
16,14,4
16,101,4
16,18,3
16,73,2
16,10,4
16,79,5
16,47,1
16,68,3
16,25,4
16,69,4
16,53,5
16,35,1
16,100,4
16,34,1
16,77,5
16,56,3
16,74,4
16,82,1
16,19,3
16,9,4
16,85,5
16,12,4
16,57,5
16,42,4
16,94,1
16,102,2
16,54,2
16,5,2
16,97,2
16,31,2
16,92,2
16,38,4
16,49,3
16,96,1
16,33,2
16,105,4
16,27,5
16,15,5
16,78,5
16,44,1
16,4,2
16,36,5
16,24,1
16,99,5
16,95,3
16,87,1
16,98,3
16,93,5
16,29,5
16,40,1
16,8,1
16,46,5
16,67,3
16,71,1
16,86,4
16,16,2
16,61,5
16,103,2
16,84,2
16,22,4
16,3,4
16,21,3
16,2,3
16,72,4
16,41,2
16,50,1
16,55,1
16,58,3
16,26,2
16,37,1
16,59,3
17,71,1
17,15,4
17,8,4
17,104,5
17,39,1
17,85,3
17,86,3
17,49,3
17,27,2
17,5,2
17,11,1
17,102,2
17,6,5
17,21,3
17,26,4
17,70,2
17,33,2
17,92,2
17,62,4
17,46,5
17,77,3
17,28,2
17,105,2
17,19,5
17,64,3
17,17,3
17,83,2
17,73,3
17,14,4
17,31,4
17,24,5
17,58,4
17,98,2
17,79,1
17,29,5
17,4,4
17,22,1
17,90,4
17,35,1
17,51,1
17,30,3
17,89,4
17,91,5
17,63,4
17,7,5
17,16,3
17,41,4
17,59,1
17,88,5
17,68,1
17,36,1
17,57,5
17,101,2
17,42,3
17,74,2
17,69,3
17,40,1
17,80,5
17,66,2
17,93,1
17,103,1
17,38,5
17,100,4
17,47,3
17,52,4
17,97,1
17,44,4
17,12,5
17,65,4
17,10,1
17,82,3
17,75,3
17,95,5
17,56,4
17,94,2
17,67,2
17,1,3
17,43,1
17,99,5
17,13,1
17,3,4
18,35,3
18,32,4
18,49,4
18,12,1
18,86,1
18,36,5
18,55,2
18,89,3
18,102,5
18,17,2
18,5,5
18,44,4
18,34,4
18,53,4
18,87,2
18,45,5
18,33,3
18,62,4
18,70,5
18,100,1
18,22,1
18,97,4
18,3,3
18,69,2
18,66,2
18,103,3
18,98,5
18,80,2
18,47,3
18,77,1
18,24,5
18,20,2
18,95,1
18,105,3
18,73,1
18,31,5
18,10,3
18,52,2
18,6,4
18,76,5
18,4,4
18,51,5
18,85,4
18,57,4
18,83,2
18,84,1
18,64,1
18,71,1
18,79,4
18,46,3
18,61,4
18,81,2
18,92,4
18,68,2
18,96,1
18,56,1
18,26,4
18,30,2
18,43,3
18,28,2
18,58,3
18,99,1
18,27,2
18,50,3
18,63,1
18,11,2
18,65,3
18,38,3
18,1,4
18,23,2
18,67,1
18,104,4
18,21,3
18,39,5
18,15,4
18,18,1
18,8,3
18,25,1
18,19,4
18,101,1
19,79,4
19,35,2
19,27,3
19,43,2
19,6,4
19,83,4
19,58,1
19,14,1
19,57,2
19,52,3
19,48,1
19,92,3
19,68,5
19,18,2
19,39,1
19,11,1
19,80,5
19,63,5
19,59,1
19,60,4
19,105,4
19,47,3
19,4,3
19,5,1
19,25,2
19,103,4
19,3,2
19,75,2
19,32,3
19,26,5
19,84,1
19,86,4
19,51,2
19,13,5
19,22,5
19,94,5
19,64,4
19,101,1
19,93,4
19,19,5
19,96,3
19,40,5
19,9,3
19,12,5
19,71,2
19,81,4
19,56,4
19,44,2
19,69,5
19,91,4
19,17,5
19,70,4
19,72,5
19,50,1
19,55,1
19,28,1
19,10,1
19,42,5
19,38,1
19,73,2
19,54,1
19,29,5
19,85,1
19,36,4
19,77,2
19,23,1
19,67,3
19,74,1
19,20,2
19,41,1
19,46,5
19,100,1
19,66,4
19,90,1
19,104,2
19,2,2
19,102,3
20,63,3
20,81,1
20,3,1
20,33,1
20,90,2
20,84,2
20,69,4
20,54,4
20,37,1
20,49,3
20,4,1
20,23,1
20,35,3
20,47,1
20,97,3
20,31,3
20,29,1
20,34,1
20,68,1
20,71,2
20,80,1
20,38,1
20,44,2
20,56,2
20,50,1
20,95,1
20,83,4
20,15,1
20,43,3
20,96,1
20,45,1
20,48,3
20,88,5
20,25,4
20,22,3
20,86,1
20,36,1
20,99,5
20,5,1
20,65,1
20,51,1
20,27,4
20,93,5
20,57,1
20,92,3
20,46,5
20,7,1
20,24,1
20,32,3
20,91,4
20,85,4
20,8,2
20,1,2
20,76,2
20,42,2
20,70,2
20,6,2
20,9,1
20,39,3
20,98,5
20,41,3
20,20,5
20,89,4
20,13,4
20,30,1
20,11,3
20,103,4
20,19,3
20,18,5
20,16,4
20,28,5
20,2,1
20,52,4
20,100,5
20,87,2
20,14,3
20,104,1
20,102,4
20,73,3
20,105,2
20,75,2
21,50,1
21,19,2
21,20,5
21,4,5
21,39,5
21,93,4
21,84,4
21,65,5
21,57,1
21,81,5
21,67,1
21,75,5
21,97,2
21,36,5
21,31,4
21,10,5
21,55,3
21,88,2
21,72,2
21,25,1
21,12,3
21,105,1
21,21,2
21,41,3
21,17,4
21,86,5
21,11,5
21,30,5
21,68,5
21,27,3
21,22,1
21,79,5
21,66,3
21,16,5
21,28,1
21,95,3
21,33,4
21,9,1
21,91,2
21,7,5
21,42,5
21,1,3
21,35,1
21,94,5
21,38,3
21,13,2
21,64,5
21,32,4
21,34,1
21,6,2
21,85,4
21,24,1
21,83,3
21,58,2
21,103,2
21,101,3
21,89,5
21,96,4
21,52,1
21,87,3
21,100,2
21,70,5
21,80,1
21,29,4
21,102,4
21,99,5
21,104,2
21,54,5
21,23,1
21,82,3
21,74,3
21,98,4
21,46,4
21,51,2
21,77,2
21,63,3
21,37,3
21,2,2
22,31,1
22,23,3
22,46,2
22,43,4
22,37,2
22,29,5
22,99,1
22,51,1
22,83,1
22,89,5
22,95,5
22,65,2
22,9,4
22,10,3
22,58,1
22,62,1
22,42,1
22,69,5
22,53,2
22,91,3
22,86,3
22,87,3
22,13,5
22,66,5
22,12,2
22,1,1
22,96,2
22,56,2
22,60,1
22,16,4
22,44,3
22,74,5
22,35,2
22,72,5
22,17,5
22,54,5
22,22,1
22,61,5
22,97,5
22,59,3
22,36,2
22,32,2
22,70,3
22,49,1
22,50,2
22,39,1
22,71,3
22,81,2
22,77,1
22,47,5
22,14,5
22,8,1
22,67,4
22,80,4
22,102,3
22,55,5
22,34,3
22,101,4
22,98,2
22,94,3
22,57,4
22,103,2
22,100,2
22,19,3
22,26,5
22,30,3
22,75,3
22,24,5
22,27,5
22,45,2
22,15,3
22,40,5
22,11,2
22,92,1
22,2,1
22,76,5
22,7,4
22,79,1
22,48,4
22,33,2
22,64,1
22,73,2
22,3,5
22,52,2
22,105,5
22,93,3
22,4,5
23,23,2
23,68,5
23,34,4
23,61,4
23,99,5
23,95,5
23,9,4
23,89,5
23,31,3
23,71,5
